round,accuracy,loss
0,0.0937,721.3395142555237
1,0.1,1096.1499378681183
2,0.1169,975.8830547332764
3,0.122,1013.4510338306427
4,0.1631,911.3212788105011
5,0.2502,605.6966301202774
6,0.3117,564.1033409833908
7,0.184,776.0552166700363
8,0.2673,617.7771216630936
9,0.1918,852.2894356250763
10,0.2302,631.4373115301132
11,0.1414,1075.6272118091583
12,0.2826,602.3598244190216
13,0.198,812.5783601999283
14,0.1462,874.9461171627045
15,0.1017,953.7057411670685
16,0.1291,1174.9490852355957
17,0.1601,1146.3341238498688
18,0.1679,1164.039627313614
19,0.1598,952.3838307857513
20,0.1984,983.0156967639923
